intent,text
lyric,"So, so, so it goes"
lyric,Gorgeous
lyric,You should take it as a compliment
lyric,That I got drunk and made fun of the way you talk
lyric,You should think about the consequence
lyric,Of your magnetic field being a little too strong
lyric,"And I got a boyfriend, he's older than us"
lyric,He's in the club doin' I don't know what
lyric,"You're so cool, it makes me hate you so much"
lyric,(I hate you so much)
lyric,"Whisky on ice, Sunset and Vine"
lyric,You've ruined my life by not being mine
lyric,You're so gorgeous
lyric,I can't say anything to your face
lyric,Cause look at your face (Gorgeous)
lyric,And I'm so furious
lyric,At you for making me feel this way
lyric,But what can I say?
lyric,You're gorgeous
lyric,You should take it as a compliment
lyric,"That I'm talking to everyone here but you (But you, but you)"
lyric,And you should think about the consequence
lyric,"Of you touching my hand in a darkened room (Dark room, dark room)"
lyric,"If you've got a girlfriend, I'm jealous of her"
lyric,But if you're single that's honestly worse
lyric,"Cause you're so gorgeous it actually hurts (Honey, it hurts)"
lyric,Ocean blue eyes looking in mine
lyric,I feel like I might sink and drown and die
lyric,You're so gorgeous
lyric,I can't say anything to your face (To your face)
lyric,"Cause look at your face (Look at your face, gorgeous)"
lyric,And I'm so furious
lyric,At you for making me feel this way (Feel this way)
lyric,But what can I say?
lyric,You're gorgeous
lyric,You make me so happy it turns back to sad
lyric,There's nothing I hate more than what I can't have
lyric,And you are so gorgeous it makes me so mad (Mmh)
lyric,You make me so happy it turns back to sad (Yeah)
lyric,There's nothing I hate more than what I can't have and
lyric,"Guess I'll just stumble on home to my cats (Yeugh), alone"
lyric,"Unless, you wanna come along? (Oh)"
lyric,You're so gorgeous
lyric,I can't say anything to your face (To your face)
lyric,"Cause look at your face (Look at your face, gorgeous)"
lyric,And I'm so furious (I'm so furious)
lyric,At you for making me feel this way (Feel this way)
lyric,But what can I say? (I say)
lyric,You're gorgeous
lyric,You make me so happy it turns back to sad (Yeah)
lyric,There's nothing I hate more than what I can't have
lyric,And you are so gorgeous it makes me so mad (Mmh)
lyric,You're gorgeous
lyric,You make me so happy it turns back to sad (It turns back to sad)
lyric,There's nothing I hate more than what I can't have (What I can have)
lyric,You are so gorgeous it makes me so mad (Mmh)
lyric,You're gorgeous
lyric,"No, nothing good starts in a getaway car"
lyric,"It was the best of times, the worst of crimes"
lyric,I struck a match and blew your mind
lyric,But I didn't mean it
lyric,And you didn’t see it
lyric,"The ties were black, the lies were white"
lyric,In shades of gray in candlelight
lyric,I wanted to leave him
lyric,I needed a reason
lyric,X marks the spot where we fell apart
lyric,"He poisoned the well, I was lyin' to myself"
lyric,"I knew it from the first Old Fashioned, we were cursed"
lyric,We never had a shotgun shot in the dark (Oh!)
lyric,You were drivin' the getaway car
lyric,"We were flyin’, but we'd never get far"
lyric,Don't pretend it's such a mystery
lyric,Think about the place where you first met me
lyric,Ridin' in a getaway car
lyric,There were sirens in the beat of your heart
lyric,Should've known I'd be the first to leave
lyric,Think about the place where you first met me
lyric,"In a getaway car, oh-oh-oh"
lyric,"No, they never get far, oh-oh-ahh"
lyric,"No, nothing good starts in a getaway car"
lyric,"It was the great escape, the prison break"
lyric,The light of freedom on my face
lyric,But you weren't thinkin’
lyric,And I was just drinkin’
lyric,"While he was runnin' after us, I was screamin’, ""Go, go, go!"""
lyric,"But with three of us, honey, it's a sideshow"
lyric,And a circus ain't a love story
lyric,And now we're both sorry (We’re both sorry)
lyric,X marks the spot where we fell apart
lyric,"He poisoned the well, every man for himself"
lyric,"I knew it from the first Old Fashioned, we were cursed"
lyric,It hit you like a shotgun shot to the heart (Oh!)
lyric,You were drivin' the getaway car
lyric,"We were flyin', but we'd never get far"
lyric,Don't pretend it's such a mystery
lyric,Think about the place where you first met me
lyric,Ridin' in a getaway car
lyric,There were sirens in the beat of your heart
lyric,Should've known I'd be the first to leave
lyric,Think about the place where you first met me
lyric,"In a getaway car, oh-oh-oh"
lyric,"No, they never get far, oh-oh-ahh"
lyric,"No, nothing good starts in a getaway car"
lyric,"We were jet-set, Bonnie and Clyde (Oh-oh)"
lyric,Until I switched to the other side
lyric,To the other side
lyric,It's no surprise I turned you in (Oh-oh)
lyric,Cause us traitors never win
lyric,I'm in a getaway car
lyric,I left you in a motel bar
lyric,Put the money in a bag and I stole the keys
lyric,That was the last time you ever saw me (Oh!)
lyric,Drivin' the getaway car
lyric,"We were flyin', but we'd never get far (Don't pretend)"
lyric,Don't pretend it's such a mystery
lyric,Think about the place where you first met me
lyric,Ridin' in a getaway car
lyric,There were sirens in the beat of your heart (Should've known)
lyric,Should've known I'd be the first to leave
lyric,Think about the place where you first met me
lyric,"In a getaway car, oh-oh-oh"
lyric,"No, they never get far, oh-oh-ahh"
lyric,"No, nothing good starts in a getaway car"
lyric,I was ridin' in a getaway car
lyric,I was cryin' in a getaway car
lyric,I was dyin' in a getaway car
lyric,Said goodbye in a getaway car
lyric,Ridin' in a getaway car
lyric,I was cryin' in a getaway car
lyric,I was dyin' in a getaway car
lyric,Said goodbye in a getaway car
lyric,"I'm perfectly fine, I live on my own"
lyric,"I made up my mind, I'm better off bein' alone"
lyric,We met a few weeks ago
lyric,"Now you try on callin' me ""Baby"" like tryin' on clothes"
lyric,"Salute to me, I'm your American queen"
lyric,And you move to me like I'm a Motown beat
lyric,And we rule the kingdom inside my room
lyric,Cause all the boys and their expensive cars
lyric,With their Range Rovers and their Jaguars
lyric,Never took me quite where you do
lyric,"And all at once, you are the one I have been waiting for"
lyric,"King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, you're all I want, I'll never let you go"
lyric,"King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, I've been waiting, waiting"
lyric,"Ooh whoa, ooh whoa"
lyric,"And all at once, you are the one, I have been waiting, waiting"
lyric,"Body and soul, ooh whoa"
lyric,And all at once
lyric,"Late in the night, the city's asleep"
lyric,"Your love is a secret I'm hoping, dreaming, dying to keep"
lyric,Change my priorities
lyric,The taste of your lips is my idea of luxury
lyric,"Salute to me, I'm your American queen"
lyric,And you move to me like I'm a Motown beat
lyric,And we rule the kingdom inside my room
lyric,"(Inside my room, oh)"
lyric,Cause all the boys and their expensive cars
lyric,With their Range Rovers and their Jaguars
lyric,Never took me quite where you do (Where you do)
lyric,"And all at once, you are the one I have been waiting for"
lyric,"King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, you're all I want, I'll never let you go"
lyric,"King of my heart (My heart), body, and soul, ooh whoa"
lyric,"And all at once (Hey), I've been waiting, waiting (Waiting)"
lyric,"Ooh, whoa, ooh whoa"
lyric,"And all at once, you are the one"
lyric,"I have been waiting (Waiting), waiting (Waiting)"
lyric,"Body and soul, ooh whoa"
lyric,And all at once
lyric,Is this the end of all the endings?
lyric,My broken bones are mending
lyric,With all these nights we're spending
lyric,Up on the roof with a school girl crush
lyric,Drinking beer out of plastic cups
lyric,"Say you fancy me, not fancy stuff"
lyric,"Baby, all at once, this is enough"
lyric,"And all at once, you are the one I have been waiting for"
lyric,"King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, you are the one I have been waiting for"
lyric,"King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, you're all I want, I'll never let you go"
lyric,"King of my heart (My heart), body, and soul (My soul), ooh whoa"
lyric,"And all at once, I've been waiting, waiting"
lyric,"Ooh whoa, ooh whoa"
lyric,And all at once
lyric,"Cause you're the one I have been waiting, waiting"
lyric,"Body and soul, ooh whoa"
lyric,And all at once
lyric,"I, I loved you in secret"
lyric,"First sight, yeah, we love without reason"
lyric,"Oh, twenty-five years old"
lyric,"Oh, how were you to know? And"
lyric,"My, my love had been frozen"
lyric,"Deep blue, but you painted me golden"
lyric,"Oh, and you held me close"
lyric,"Oh, how was I to know? I–"
lyric,Could've spent forever with your hands in my pockets
lyric,Picture of your face in an invisible locket
lyric,You said there was nothing in the world that could stop it
lyric,I had a bad feeling
lyric,"And darling, you had turned my bed into a sacred oasis"
lyric,"People started talking, putting us through our paces"
lyric,I knew there was no one in the world who could take it
lyric,I had a bad feeling
lyric,But we were dancing
lyric,"Dancing with our hands tied, hands tied"
lyric,"Yeah, we were dancing"
lyric,"Like it was the first time, first time"
lyric,"Yeah, we were dancing"
lyric,"Dancing with our hands tied, hands tied"
lyric,"Yeah, we were dancing"
lyric,And I had a bad feeling
lyric,But we were dancing
lyric,"I, I loved you in spite of"
lyric,Deep fears that the world would divide us
lyric,"So, baby, can we dance?"
lyric,"Oh, through an avalanche? And"
lyric,"Say, say that we got it"
lyric,"I'm a mess, but I'm the mess that you wanted"
lyric,"Oh, 'cause it's gravity"
lyric,"Oh, keeping you with me, I–"
lyric,Could've spent forever with your hands in my pockets
lyric,Picture of your face in an invisible locket
lyric,You said there was nothing in the world that could stop it
lyric,I had a bad feeling
lyric,But we were dancing
lyric,"Dancing with our hands tied, hands tied"
lyric,"Yeah, we were dancing"
lyric,"Like it was the first time, first time"
lyric,"Yeah, we were dancing"
lyric,"Dancing with our hands tied, hands tied"
lyric,"Yeah, we were dancing"
lyric,(Knew we had our hands tied)
lyric,And I had a bad feeling
lyric,But we were dancing
lyric,I'd kiss you as the lights went out
lyric,Swaying as the room burned down
lyric,I'd hold you as the water rushes in
lyric,If I could dance with you again
lyric,I'd kiss you as the lights went out
lyric,Swaying as the room burned down
lyric,I'd hold you as the water rushes in
lyric,If I could dance with you again (Again)
lyric,"Dancing with our hands tied, hands tied"
lyric,"Oh, yeah, we were dancing"
lyric,"Like it was the first time, first time (First time, first time)"
lyric,"Yeah, we were dancing (Oh)"
lyric,"Dancing with our hands tied, hands tied"
lyric,(Dancing with our hands tied)
lyric,"Yeah, we were dancing (Ooh)"
lyric,And I had a bad feeling (Had a bad feeling)
lyric,But we were dancing
lyric,"(Ooh-ooh, ooh-ooh)"
lyric,"Hands tied, hands tied (Dancing)"
lyric,Our secret moments in a crowded room
lyric,They got no idea about me and you
lyric,There is an indentation in the shape of you
lyric,"Made your mark on me, a golden tattoo"
lyric,"All of this silence and patience, pining and anticipation"
lyric,My hands are shaking from holding back from you
lyric,"Ha, ah, ah"
lyric,"All of this silence and patience, pining and desperately waiting"
lyric,My hands are shaking from all this
lyric,"Ah, ha, ha, ha-ah"
lyric,Say my name and everything just stops
lyric,I don't want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah"
lyric,Carve your name into my bedpost
lyric,’Cause I don't want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah"
lyric,"Inescapable, I'm not even gonna try"
lyric,"And if I get burned, at least we were electrified"
lyric,I’m spilling wine in the bathtub
lyric,You kiss my face and we're both drunk
lyric,Everyone thinks that they know us
lyric,But they know nothing about—
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,[Pre-Chorus]
lyric,"All of this silence and patience, pining and anticipation"
lyric,My hands are shaking from holding back from you
lyric,"Ha, ah, ah"
lyric,"All of this silence and patience, pining and desperately waiting"
lyric,My hands are shaking from all this
lyric,"Ah, ha, ha, ha-ah"
lyric,Say my name and everything just stops
lyric,I don't want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah"
lyric,Carve your name into my bedpost
lyric,Cause I don't want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha..."
lyric,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah"
lyric,Only bought this dress so you could take it off
lyric,"Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah"
lyric,Only bought this dress so you could take it off
lyric,Flashback when you met me
lyric,Your buzzcut and my hair bleached
lyric,"Even in my worst times, you could see the best in me"
lyric,Flashback to my mistakes
lyric,"My rebounds, my earthquakes"
lyric,"Even in my worst lies, you saw the truth in me"
lyric,And I woke up just in time
lyric,Now I wake up by your side
lyric,"My one and only, my lifeline"
lyric,I woke up just in time
lyric,Now I wake up by your side
lyric,"My hands shake, I can't explain this"
lyric,"Ah, ha, ha, ha-ah"
lyric,Say my name and everything just stops...
lyric,I don't want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah"
lyric,Carve your name into my bedpost
lyric,Cause I don’t want you like a best friend
lyric,Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah"
lyric,There is an indentation in the shape of you
lyric,Only bought this dress so you could take it off
lyric,"You made your mark on me, golden tattoo"
lyric,Only bought this dress so you could take it off
lyric,It was so nice throwing big parties
lyric,Jump into the pool from the balcony
lyric,Everyone swimming in a champagne sea
lyric,And there are no rules when you show up here
lyric,Bass beat rattling the chandelier
lyric,Feeling so Gatsby for that whole year
lyric,So why'd you have to rain on my parade?
lyric,I'm shaking my head and locking the gates
lyric,"This is why we can't have nice things, darling"
lyric,Because you break them
lyric,I had to take them away
lyric,"This is why we can't have nice things, honey (Oh)"
lyric,Did you think I wouldn't hear all the things you said about me?
lyric,This is why we can't have nice things
lyric,It was so nice being friends again
lyric,"There I was, giving you a second chance"
lyric,But you stabbed me in the back while shaking my hand
lyric,And therein lies the issue
lyric,Friends don't try to trick you
lyric,Get you on the phone and mind-twist you
lyric,And so I took an axe to a mended fence
lyric,But I'm not the only friend you've lost lately (Mm-mm)
lyric,If only you weren't so shady
lyric,"This is why we can't have nice things, darling (Yeah)"
lyric,Because you break them
lyric,I had to take them away
lyric,"This is why we can't have nice (Nice things) things (Baby), honey"
lyric,Did you think I wouldn't hear all the things you said about me?
lyric,This is why we can't have
lyric,Here's a toast to my real friends
lyric,"They don't care about the he-said, she-said"
lyric,And here's to my baby
lyric,He ain't reading what they call me lately
lyric,And here's to my mama
lyric,Had to listen to all this drama
lyric,And here's to you
lyric,Cause forgiveness is a nice thing to do
lyric,"Haha, I can't even say it with a straight face"
lyric,"This is why we can't have nice things, darling (Darling)"
lyric,Because you break them
lyric,I had to take them away
lyric,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh)"
lyric,Did you think I wouldn't hear all the things you said about me?
lyric,"This is why we can't have nice things, darling"
lyric,(And here's to my real friends)
lyric,Because you break them
lyric,I had to take them
lyric,(And here's to my baby)
lyric,"Nice things, honey"
lyric,"(They didn't care about that he-said, she-said)"
lyric,Did you think I wouldn't hear all the things you said about me?
lyric,This is why we can't have nice things
lyric,My castle crumbled overnight
lyric,I brought a knife to a gunfight
lyric,"They took the crown, but it's alright"
lyric,All the liars are calling me one
lyric,Nobody's heard from me for months
lyric,I'm doin' better than I ever was
lyric,Cause
lyric,My baby's fit like a daydream
lyric,Walking with his head down
lyric,I'm the one he's walking to
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,My baby's fly like a jet stream
lyric,High above the whole scene
lyric,Loves me like I'm brand new
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,All my flowers grew back as thorns
lyric,Windows boarded up after the storm
lyric,He built a fire just to keep me warm
lyric,All the drama queens taking swings
lyric,All the jokers dressing up as kings
lyric,They fade to nothing when I look at him
lyric,And I know I make the same mistakes every time
lyric,"Bridges burn, I never learn"
lyric,At least I did one thing right
lyric,I did one thing right
lyric,"I'm laughing with my lover, makin' forts under covers"
lyric,Trust him like a brother
lyric,"Yeah, you know I did one thing right"
lyric,Starry eyes sparkin' up my darkest night
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,My baby's fit like a daydream
lyric,Walking with his head down
lyric,I'm the one he's walking to
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,My baby's fly like a jet stream
lyric,High above the whole scene
lyric,Loves me like I'm brand new
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,I want to wear his initial on a chain 'round my neck
lyric,Chain 'round my neck
lyric,Not because he owns me
lyric,But 'cause he really knows me
lyric,"Which is more than they can say, I"
lyric,I recall late November
lyric,"Holding my breath, slowly, I said"
lyric,"You don't need to save me
But would you run away with me?"
lyric,Yes (Would you run away?)
lyric,My baby's fit like a daydream
lyric,Walking with his head down
lyric,I'm the one he's walking to
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,My baby's fly like a jet stream
lyric,High above the whole scene
lyric,Loves me like I'm brand new
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"So call it what you want, yeah"
lyric,Call it what you want to
lyric,"(Call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it)"
lyric,"Call it what you want, yeah"
lyric,Call it what you want... to
lyric,There's glitter on the floor after the party
lyric,Girls carrying their shoes down in the lobby
lyric,Candle wax and Polaroids on the hardwood floor
lyric,"You and me from the night before, but"
lyric,Don’t read the last page
lyric,But I stay when you're lost and I'm scared and you’re turning away
lyric,I want your midnights
lyric,But I'll be cleaning up bottles with you on New Year's Day
lyric,You squeeze my hand three times in the back of the taxi
lyric,I can tell that it's gonna be a long road
lyric,"I'll be there if you're the toast of the town, babe"
lyric,Or if you strike out and you're crawling home
lyric,Don't read the last page
lyric,But I stay when it’s hard or it’s wrong or we're making mistakes
lyric,I want your midnights
lyric,But I’ll be cleaning up bottles with you on New Year's Day
lyric,"Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you"
lyric,And I will hold on to you
lyric,Please don't ever become a stranger
lyric,Whose laugh I could recognize anywhere
lyric,Please don't ever become a stranger
lyric,Whose laugh I could recognize anywhere
lyric,There’s glitter on the floor after the party
lyric,Girls carrying their shoes down in the lobby
lyric,Candle wax and Polaroids on the hardwood floor
lyric,You and me forevermore
lyric,Don't read the last page
lyric,But I stay when it's hard or it's wrong or we're making mistakes
lyric,I want your midnights
lyric,But I'll be cleaning up bottles with you on New Year's Day
lyric,"Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you"
lyric,And I will hold on to you
lyric,Please don't ever become a stranger
lyric,"(To the memories, they will hold on to you)"
lyric,Whose laugh I could recognize anywhere
lyric,"(Hold on to the memories, they will hold on to you)"
lyric,Please don't ever become a stranger
lyric,"(Hold on to the memories, they will hold on to you)"
lyric,Whose laugh I could recognize anywhere
lyric,(I will hold on to you)
lyric,I'm like the water when your ship rolled in that night
lyric,"Rough on the surface, but you cut through like a knife"
lyric,And if it was an open-shut case
lyric,I never would've known from that look on your face
lyric,Lost in your current like a priceless wine
lyric,"The more that you say, the less I know"
lyric,"Wherever you stray, I follow"
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,Life was a willow and it bent right to your wind
lyric,"Head on the pillow, I could feel you sneakin' in"
lyric,As if you were a mythical thing
lyric,Like you were a trophy or a champion ring
lyric,And there was one prize I'd cheat to win
lyric,"The more that you say, the less I know"
lyric,"Wherever you stray, I follow"
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,You know that my train could take you home
lyric,Anywhere else is hollow
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,Life was a willow and it bent right to your wind
lyric,They count me out time and time again
lyric,Life was a willow and it bent right to your wind
lyric,But I come back stronger than a '90s trend
lyric,"Wait for the signal, and I'll meet you after dark"
lyric,Show me the places where the others gave you scars
lyric,Now this is an open-shut case
lyric,I guess I should've known from the look on your face
lyric,Every bait-and-switch was a work of art
lyric,"The more that you say, the less I know"
lyric,"Wherever you stray, I follow"
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,You know that my train could take you home
lyric,Anywhere else is hollow
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,"The more that you say, the less I know"
lyric,"Wherever you stray, I follow"
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,You know that my train could take you home
lyric,Anywhere else is hollow
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,"Hey, that's my man"
lyric,That's my man
lyric,"Yeah, that's my man"
lyric,Every bait-and-switch was a work of art
lyric,That's my man
lyric,"Hey, that's my man"
lyric,I'm begging for you to take my hand
lyric,"Wreck my plans, that's my man"
lyric,You booked the night train for a reason
lyric,So you could sit there in this hurt
lyric,Bustling crowds or silent sleepers
lyric,You're not sure which is worse
lyric,Because I dropped your hand while dancing
lyric,Left you out there standing
lyric,Crestfallen on the landing
lyric,Champagne problems
lyric,Your mom's ring in your pocket
lyric,My picture in your wallet
lyric,"Your heart was glass, I dropped it"
lyric,Champagne problems
lyric,You told your family for a reason
lyric,You couldn't keep it in
lyric,Your sister splashed out on the bottle
lyric,Now no one's celebrating
lyric,"Dom Pérignon, you brought it"
lyric,No crowd of friends applauded
lyric,Your hometown skeptics called it
lyric,Champagne problems
lyric,"You had a speech, you're speechless"
lyric,Love slipped beyond your reaches
lyric,And I couldn't give a reason
lyric,Champagne problems
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified
lyric,Your Midas touch on the Chevy door
lyric,November flush and your flannel cure
lyric,This dorm was once a madhouse
lyric,"I made a joke, ""Well, it's made for me"""
lyric,"How evergreen, our group of friends"
lyric,Don't think we'll say that word again
lyric,And soon they'll have the nerve to deck the halls
lyric,That we once walked through
lyric,"One for the money, two for the show"
lyric,I never was ready so I watch you go
lyric,Sometimes you just don't know the answer
lyric,Til someone's on their knees and asks you
lyric,"She would've made such a lovely bride
What a shame she's fucked in the head, they said"
lyric,But you'll find the real thing instead
lyric,She'll patch up your tapestry that I shred
lyric,And hold your hand while dancing
lyric,Never leave you standing
lyric,Crestfallen on the landing
lyric,With champagne problems
lyric,Your mom's ring in your pocket
lyric,Her picture in your wallet
lyric,You won't remember all my
lyric,Champagne problems
lyric,You won't remember all my
lyric,Champagne problems
lyric,"Gleaming, twinkling"
lyric,Eyes like sinking ships on waters
lyric,"So inviting, I almost jump in"
lyric,"But I don't like a gold rush, gold rush"
lyric,I don't like anticipatin' my face in a red flush
lyric,I don't like that anyone would die to feel your touch
lyric,Everybody wants you
lyric,Everybody wonders what it would be like to love you
lyric,"Walk past, quick brush"
lyric,"I don't like slow motion, double vision in rose blush"
lyric,I don't like that falling feels like flying 'til the bone crush
lyric,Everybody wants you
lyric,But I don't like a gold rush
lyric,What must it be like to grow up that beautiful?
lyric,With your hair falling into place like dominoes
lyric,I see me padding across your wooden floors
lyric,With my Eagles t-shirt hanging from the door
lyric,"At dinner parties, I call you out on your contrarian shit"
lyric,And the coastal town we wandered 'round had nеver seen a love as pure as it
lyric,And thеn it fades into the gray of my day-old tea
lyric,Cause it could never be
lyric,"Cause I don't like a gold rush, gold rush"
lyric,I don't like anticipatin' my face in a red flush
lyric,I don't like that anyone would die to feel your touch
lyric,Everybody wants you
lyric,Everybody wonders what it would be like to love you
lyric,"Walk past, quick brush"
lyric,"I don't like slow motion, double vision in rose blush"
lyric,I don't like that falling feels like flying 'til the bone crush
lyric,Everybody wants you
lyric,But I don't like a gold rush
lyric,What must it be like to grow up that beautiful?
lyric,With your hair falling into place like dominoes
lyric,My mind turns your life into folklore
lyric,I can't dare to dream about you anymore
lyric,At dinner parties I won't call you out on your contrarian shit
lyric,And the coastal town we never found will never see a love as pure as it
lyric,Cause it fades into the gray of my day-old tea
lyric,Cause it will never be
lyric,"Gleaming, twinkling"
lyric,Eyes like sinking ships on waters
lyric,"So inviting, I almost jump in"
lyric,If I wanted to know who you were hanging with
lyric,"While I was gone, I would've asked you"
lyric,"It's the kind of cold, fogs up windshield glass"
lyric,But I felt it when I passed you
lyric,"There's an ache in you, put there by the ache in me"
lyric,But if it's all the same to you
lyric,It's the same to me
lyric,So we could call it even
lyric,"You could call me ""babe"" for the weekend"
lyric,"​'Tis the damn season, write this down"
lyric,I'm stayin' at my parents' house
lyric,And the road not taken looks real good now
lyric,And it always leads to you and my hometown
lyric,I parkеd my car right between the Methodist
lyric,And thе school that used to be ours
lyric,The holidays linger like bad perfume
lyric,"You can run, but only so far"
lyric,"I escaped it too, remember how you watched me leave"
lyric,"But if it's okay with you, it's okay with me"
lyric,We could call it even
lyric,"You could call me ""babe"" for the weekend"
lyric,"​'Tis the damn season, write this down"
lyric,I'm stayin' at my parents' house
lyric,And the road not taken looks real good now
lyric,"Time flies, messy as the mud on your truck tires"
lyric,"Now I'm missing your smile, hear me out"
lyric,We could just ride around
lyric,And the road not taken looks real good now
lyric,And it always leads to you and my hometown
lyric,Sleep in half the day just for old times' sake
lyric,I won't ask you to wait if you don't ask me to stay
lyric,So I'll go back to L.A. and the so-called friends
lyric,Who'll write books about me if I ever make it
lyric,And wonder about the only soul
lyric,Who can tell which smiles I'm fakin'
lyric,And the heart I know I'm breakin' is my own
lyric,To leave the warmest bed I've ever known
lyric,We could call it even
lyric,Even though I'm leaving
lyric,And I'll be yours for the weekend
lyric,​'Tis the damn season
lyric,We could call it even
lyric,"You could call me ""babe"" for the weekend"
lyric,"​'Tis the damn season, write this down"
lyric,I'm stayin' at my parents' house
lyric,And the road not taken looks real good now
lyric,"Time flies, messy as the mud on your truck tires"
lyric,"Now I'm missing your smile, hear me out"
lyric,We could just ride around
lyric,And the road not taken looks real good now
lyric,And it always leads to you and my hometown
lyric,It always leads to you and my hometown
lyric,I sit and watch you reading with your head low
lyric,I wake and watch you breathing with your eyes closed
lyric,I sit and watch you
lyric,I notice everything you do or don't do
lyric,"You're so much older and wiser, and I"
lyric,I wait by the door like I'm just a kid
lyric,Use my best colors for your portrait
lyric,Lay the table with the fancy shit
lyric,And watch you tolerate it
lyric,"If it's all in my head, tell me now"
lyric,Tell me I've got it wrong somehow
lyric,I know my love should be celebrated
lyric,But you tolerate it
lyric,I greet you with a battle hero's welcome
lyric,I take your indiscretions all in good fun
lyric,"I sit and listеn, I polish plates until they gleam and glistеn"
lyric,You're so much older and wiser and I
lyric,I wait by the door like I'm just a kid
lyric,Use my best colors for your portrait
lyric,Lay the table with the fancy shit
lyric,And watch you tolerate it
lyric,"If it's all in my head, tell me now"
lyric,Tell me I've got it wrong somehow
lyric,I know my love should be celebrated
lyric,But you tolerate it
lyric,"While you were out building other worlds, where was I?"
lyric,Where's that man who'd throw blankets over my barbed wire?
lyric,"I made you my temple, my mural, my sky"
lyric,Now I'm begging for footnotes in the story of your life
lyric,Drawing hearts in the byline
lyric,Always taking up too much space or time
lyric,"You assume I'm fine, but what would you do if I"
lyric,Break free and leave us in ruins
lyric,Took this dagger in me and removed it
lyric,"Gain the weight of you, then lose it"
lyric,"Believe me, I could do it"
lyric,"If it's all in my head, tell me now"
lyric,Tell me I've got it wrong somehow
lyric,I know my love should be celebrated
lyric,But you tolerate it
lyric,I sit and watch you
lyric,He did it
lyric,He did it
lyric,Este's a friend of mine
lyric,We meet up every Tuesday night for dinner and a glass of wine
lyric,Este's been losin' sleep
lyric,"Her husband's actin' different, and it smells like infidelity"
lyric,"She says, ""That ain't my Merlot on his mouth"
lyric,"That ain't my jewelry on our joint account"""
lyric,"No, there ain't no doubt"
lyric,I think I'm gonna call him out
lyric,"She says, ""I think he did it, but I just can't prove it"""
lyric,"I think he did it, but I just can't prove it"
lyric,"I think he did it, but I just can't prove it"
lyric,"No, no body, no crime"
lyric,But I ain't lettin' up until the day I die
lyric,"No, no"
lyric,I think he did it
lyric,"No, no"
lyric,He did it
lyric,Este wasn't there Tuesday night at Olive Gardеn
lyric,At her job or anywhere
lyric,Hе reports his missing wife
lyric,And I noticed when I passed his house
lyric,His truck has got some brand new tires
lyric,And his mistress moved in
lyric,Sleeps in Este's bed and everything
lyric,"No, there ain't no doubt"
lyric,"Somebody's gotta catch him out, 'cause"
lyric,"I think he did it, but I just can't prove it (He did it)"
