intent,text
lyric,Just another ex-love you don’t wanna see I don’t wanna miss you (I don't wanna miss you) Like the other girls do
lyric,"I don’t wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say (I know what they all say)"
lyric,But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (First string)
lyric,"I wanna be your A-Team (A-Team) I wanna be your end game, end game Knew her when I was young, reconnected when we were little bit older"
lyric,"Both sprung, I got issues and chips on both of my shoulders Reputation precedes me, in rumors, I'm knee-deep The truth is, it's easier to ignore it, believe me"
lyric,"Even when we’d argue, we'd not do it for long And you understand the good and bad end up in the song For all your beautiful traits, and the way you do it with ease"
lyric,"For all my flaws, paranoia, and insecurities I've made mistakes and made some choices, that's hard to deny After the storm, something was born on the 4th of July"
lyric,"I've passed days without fun, this end game is the one With four words on the tip of my tongue, I'll never say it I don't wanna touch you, I don't wanna be"
lyric,Just another ex-love you don't wanna see I don't wanna miss you (I don't wanna miss you) Like the other girls do
lyric,"I don't wanna hurt you, I just wanna be Drinking on a beach with you all over me I know what they all say, yeah"
lyric,But I ain't tryna play I wanna be your end game (End game) I wanna be your first string (Wanna be your first string)
lyric,"I wanna be your A-Team (A-Team) I wanna be your end game, end game Big reputation, big reputation"
lyric,"Ooh, you and me, we got big reputations, ah And you heard about me, ooh I got some big enemies"
lyric,"Hey, big reputation, big reputation Ooh, you and me would be a big conversation, ah And I heard about you, ooh"
lyric,"You like the bad ones, too I hit you like bang, we tried to forget it, but we just couldn't And I bury hatchets, but I keep maps of where I put 'em"
lyric,"Reputation precedes me, they told you I'm crazy I swear I don't love the drama, it loves me And I can't let you go, your hand prints on my soul"
lyric,"It's like your eyes are liquor, it's like your body is gold You've been calling my bluff on all my usual tricks So here's the truth from my red lips"
lyric,"I wanna be your end game (End game) I wanna be your first string (Me and you, first string) I wanna be your A-Team (Be your A-Team now, A-Team)"
lyric,"I wanna be your end game, end game I wanna be your end game (Oh, I do) I wanna be your first string (First string)"
lyric,"I wanna be your A-Team (A-Team) I wanna be your end game, end game I never trust a narcissist, but they love me"
lyric,"So I play 'em like a violin And I make it look oh-so-easy Cause for every lie I tell them, they tell me three"
lyric,This is how the world works Now all he thinks about is me I can feel the flames on my skin
lyric,"Crimson red paint on my lips If a man talks shit, then I owe him nothing I don't regret it one bit, 'cause he had it coming"
lyric,They say I did something bad Then why's it feel so good? They say I did something bad
lyric,But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could
lyric,"It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da"
lyric,"Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da I never trust a playboy, but they love me"
lyric,"So I fly 'em all around the world And I let them think they saved me They never see it comin', what I do next"
lyric,This is how the world works You gotta leave before you get left I can feel the flames on my skin
lyric,"He says, ""Don't throw away a good thing"" But if he drops my name, then I owe him nothin' And if he spends my change, then he had it comin'"
lyric,They say I did something bad (Oh) Then why's it feel so good? They say I did something bad
lyric,But why's it feel so good? Most fun I ever had And I'd do it over and over and over again if I could
lyric,"It just felt so good, good Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da"
lyric,(It just felt so good) Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da
lyric,"They're burning all the witches even if you aren't one They got their pitchforks and proof, their receipts and reasons They're burning all the witches even if you aren't one"
lyric,"So light me up (Light me up), light me up (Light me up) Light me up, go ahead and light me up (Light me up) Light me up (Light me up), light me up (Light me up)"
lyric,"Light me up (Light me up), light me up They say I did something bad (Oh) Then why's it feel so good? (So good)"
lyric,They say I did something bad But why's it feel so (Good) good? Most fun I ever had (Most fun I ever had)
lyric,"And I'd do it over and over and over again if I could It just felt so good (Good), good Ra-di-di-di-di-di-di-di-di-di-da-da"
lyric,Ra-di-di-di-di-di-di-di-di-di-da-da Ra-di-di-di-di-di-di-di-di-di-da-da Da-da da-da
lyric,"Oh, you say I did something bad (You say I did something bad?) Why's it feel so good, good?"
lyric,"So bad, why's it feel so good? Why's it feel, why's it feel so good? (Bad) It just felt so good, good"
lyric,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby"
lyric,I'll be usin' for the rest of my life I've been breakin' hearts a long time And toyin' with them older guys
lyric,Just playthings for me to use Something happened for the first time In the darkest little paradise
lyric,"Shakin', pacin', I just need you For you, I would cross the line I would waste my time"
lyric,"I would lose my mind They say, ""She's gone too far this time"" Don't blame me, love made me crazy"
lyric,"If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
lyric,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby"
lyric,I'll be usin' for the rest of my life My name is whatever you decide And I'm just gonna call you mine
lyric,"I'm insane, but I'm your baby (Your baby) Echoes of your name inside my mind Halo hiding my obsession"
lyric,"I once was poison ivy, but now I'm your daisy And baby, for you, I would fall from grace Just to touch your face"
lyric,"If you walk away, I'd beg you on my knees to stay Don't blame me, love made me crazy If it doesn't, you ain't doin' it right"
lyric,"Lord, save me, my drug is my baby I'll be usin' for the rest of my life Don't blame me, love made me crazy"
lyric,"If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
lyric,"I get so high, oh! Every time you're, every time you're lovin' me You're lovin' me"
lyric,"Trip of my life, oh! Every time you're, every time you're touchin' me You're touchin' me"
lyric,"Every time you're, every time you're lovin' me Oh, Lord, save me My drug is my baby"
lyric,"I'll be usin' for the rest of my life (Usin' for the rest of my life, oh-whoah-oh-oh) Don't blame me, love made me crazy"
lyric,"If it doesn't, you ain't doin' it right (Doin' it right, no) Lord, save me, my drug is my baby I'll be usin' for the rest of my life, oh-oh"
lyric,"Don't blame me, love made me crazy (Oh-oh-oh) If it doesn't, you ain't doin' it right (You ain't doin' it right) Oh, Lord, save me, my drug is my baby"
lyric,"I'll be usin' for the rest of my life (I'll be usin', I'll be usin') I get so high, oh! Every time you're, every time you're lovin' me"
lyric,"You're lovin' me Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life"
lyric,"This ain't for the best My reputation's never been worse, so You must like me for me..."
lyric,"We can't make Any promises now, can we, babe? But you can make me a drink"
lyric,"Dive bar on the East Side, where you at? Phone lights up my nightstand in the black Come here, you can meet me in the back"
lyric,"Dark jeans and your Nikes, look at you Oh damn, never seen that color blue Just think of the fun things we could do"
lyric,"('Cause I like you) This ain't for the best My reputation's never been worse, so"
lyric,"You must like me for me... (Yeah, I want you) We can't make"
lyric,"Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that?"
lyric,Is it chill that you're in my head? Cause I know that it's delicate (Delicate) Is it cool that I said all that?
lyric,Is it too soon to do this yet? Cause I know that it's delicate Isn't it? Isn't it? Isn't it?
lyric,Isn't it? Isn't it? Isn't it? Isn't it? Isn't it... delicate?
lyric,"Third floor on the West Side, me and you Handsome, you're a mansion with a view Do the girls back home touch you like I do?"
lyric,"Long night, with your hands up in my hair Echoes of your footsteps on the stairs Stay here, honey, I don't wanna share"
lyric,"('Cause I like you) This ain't for the best My reputation's never been worse, so"
lyric,"You must like me for me… (Yeah, I want you) We can't make"
lyric,"Any promises now, can we, babe? But you can make me a drink Is it cool that I said all that?"
lyric,Is it chill that you're in my head? Cause I know that it's delicate (Delicate) Is it cool that I said all that?
lyric,Is it too soon to do this yet? Cause I know that it's delicate Isn't it? Isn't it? Isn't it?
lyric,Isn't it? Isn't it? Isn't it? Isn't it? Isn't it delicate?
lyric,Sometimes I wonder when you sleep Are you ever dreaming of me? Sometimes when I look into your eyes
lyric,"I pretend you're mine, all the damn time Cause I like you Is it cool that I said all that?"
lyric,"Is it chill that you're in my head? Cause I know that it's delicate (Delicate) (Yeah, I want you)"
lyric,Is it cool that I said all that? Is it too soon to do this yet? Cause I know that it's delicate (Delicate)
lyric,('Cause I like you) Is it cool that I said all that? Isn't it? Isn't it? Isn't it? Isn't it?
lyric,Is it chill that you're in my head? Isn't it? Isn't it? Isn't it? Isn't it? Cause I know that it's delicate
lyric,"Isn't it? Isn't it? Isn't it? Isn't it? (Yeah, I want you) Is it cool that I said all that?"
lyric,Isn't it? Isn't it? Isn't it? Isn't it? Is it too soon to do this yet? Isn't it? Isn't it? Isn't it?
lyric,Cause I know that it's delicate Isn't it delicate? I don't like your little games
lyric,"Don't like your tilted stage The role you made me play Of the fool, no, I don't like you"
lyric,I don't like your perfect crime How you laugh when you lie You said the gun was mine
lyric,"Isn't cool, no, I don't like you (Oh) But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time"
lyric,"I've got a list of names and yours is in red, underlined I check it once, then I check it twice, oh! Ooh, look what you made me do"
lyric,Look what you made me do Look what you just made me do Look what you just made me—
lyric,"Ooh, look what you made me do Look what you made me do Look what you just made me do"
lyric,Look what you just made me do I don't like your kingdom keys They once belonged to me
lyric,"You asked me for a place to sleep Locked me out and threw a feast (What?) The world moves on, another day, another drama, drama"
lyric,"But not for me, not for me, all I think about is karma And then the world moves on, but one thing's for sure Maybe I got mine, but you'll all get yours"
lyric,"But I got smarter, I got harder in the nick of time Honey, I rose up from the dead, I do it all the time I've got a list of names and yours is in red, underlined"
lyric,"I check it once, then I check it twice, oh! Ooh, look what you made me do Look what you made me do"
lyric,"Look what you just made me do Look what you just made me— Ooh, look what you made me do"
lyric,Look what you made me do Look what you just made me do Look what you just made me do
lyric,I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me
lyric,I'll be the actress starring in your bad dreams I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams
lyric,"I don't trust nobody and nobody trusts me I'll be the actress starring in your bad dreams (Ooh, look what you made me do"
lyric,Look what you made me do Look what you just made me do Look what you just made me—
lyric,"Ooh, look what you made me do Look what you made me do Look what you just made me—)"
lyric,"I'm sorry, the old Taylor can't come to the phone right now
Why? Oh, 'cause she's dead!"" (Oh) Ooh, look what you made me do Look what you made me do"
lyric,"Look what you just made me do Look what you just made me— Ooh, look what you made me do"
lyric,Look what you made me do Look what you just made me do Look what you just made me do
lyric,"Ooh, look what you made me do Look what you made me do Look what you just made me do"
lyric,"Look what you just made me— Ooh, look what you made me do Look what you made me do"
lyric,Look what you just made me do Look what you just made me do See you in the dark
lyric,"All eyes on you, my magician All eyes on us You make everyone disappear, and"
lyric,"Cut me into pieces Gold cage, hostage to my feelings Back against the wall"
lyric,"Trippin', trip-trippin' when you're gone Cause we break down a little But when you get me alone, it's so simple"
lyric,"Cause baby, I know what you know We can feel it And all the pieces fall right into place"
lyric,Getting caught up in a moment Lipstick on your face So it goes…
lyric,"I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I"
lyric,Do bad things with you So it goes… Met you in a bar
lyric,"All eyes on me, your illusionist All eyes on us I make all your gray days clear"
lyric,"And wear you like a necklace I'm so chill, but you make me jealous But I got your heart"
lyric,"Skippin', skip-skippin' when I'm gone Cause we break down a little But when I get you alone, it's so simple"
lyric,"Cause baby, I know what you know We can feel it And all the pieces fall right into place"
lyric,Getting caught up in a moment Lipstick on your face So it goes…
lyric,"I'm yours to keep And I'm yours to lose You know I'm not a bad girl, but I"
lyric,"Do bad things with you So it goes… Come here, dressed in black now"
lyric,"So, so, so it goes Scratches down your back now So, so, so it goes"
lyric,"You did a number on me But, honestly, baby, who's counting? I did a number on you"
lyric,"But, honestly, baby, who's counting? You did a number on me But, honestly, baby, who's counting?"
lyric,"Who's counting? (One, two, three) And all the pieces fall right into place (Pieces fall) Getting caught up in a moment (Caught up, caught up)"
lyric,Lipstick on your face So it goes… I'm yours to keep (Oh)
lyric,"And I'm yours to lose (Baby) You know I'm not a bad girl, but I I do bad things with you"
lyric,"So it goes… Come here, dressed in black now So, so, so it goes"
lyric,"Scratches down your back now So, so, so it goes Come here, dressed in black now"
lyric,"So, so, so it goes Scratches down your back now So, so, so it goes"
lyric,Gorgeous You should take it as a compliment That I got drunk and made fun of the way you talk
lyric,"You should think about the consequence Of your magnetic field being a little too strong And I got a boyfriend, he's older than us"
lyric,"He's in the club doin' I don't know what You're so cool, it makes me hate you so much (I hate you so much)"
lyric,"Whisky on ice, Sunset and Vine You've ruined my life by not being mine You're so gorgeous"
lyric,I can't say anything to your face Cause look at your face (Gorgeous) And I'm so furious
lyric,At you for making me feel this way But what can I say? You're gorgeous
lyric,"You should take it as a compliment That I'm talking to everyone here but you (But you, but you) And you should think about the consequence"
lyric,"Of you touching my hand in a darkened room (Dark room, dark room) If you've got a girlfriend, I'm jealous of her But if you're single that's honestly worse"
lyric,"Cause you're so gorgeous it actually hurts (Honey, it hurts) Ocean blue eyes looking in mine I feel like I might sink and drown and die"
lyric,"You're so gorgeous I can't say anything to your face (To your face) Cause look at your face (Look at your face, gorgeous)"
lyric,And I'm so furious At you for making me feel this way (Feel this way) But what can I say?
lyric,You're gorgeous You make me so happy it turns back to sad There's nothing I hate more than what I can't have
lyric,And you are so gorgeous it makes me so mad (Mmh) You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have and
lyric,"Guess I'll just stumble on home to my cats (Yeugh), alone Unless, you wanna come along? (Oh) You're so gorgeous"
lyric,"I can't say anything to your face (To your face) Cause look at your face (Look at your face, gorgeous) And I'm so furious (I'm so furious)"
lyric,At you for making me feel this way (Feel this way) But what can I say? (I say) You're gorgeous
lyric,You make me so happy it turns back to sad (Yeah) There's nothing I hate more than what I can't have And you are so gorgeous it makes me so mad (Mmh)
lyric,You're gorgeous You make me so happy it turns back to sad (It turns back to sad) There's nothing I hate more than what I can't have (What I can have)
lyric,"You are so gorgeous it makes me so mad (Mmh) You're gorgeous No, nothing good starts in a getaway car"
lyric,"It was the best of times, the worst of crimes I struck a match and blew your mind But I didn't mean it"
lyric,"And you didn’t see it The ties were black, the lies were white In shades of gray in candlelight"
lyric,I wanted to leave him I needed a reason X marks the spot where we fell apart
lyric,"He poisoned the well, I was lyin' to myself I knew it from the first Old Fashioned, we were cursed We never had a shotgun shot in the dark (Oh!)"
lyric,"You were drivin' the getaway car We were flyin’, but we'd never get far Don't pretend it's such a mystery"
lyric,Think about the place where you first met me Ridin' in a getaway car There were sirens in the beat of your heart
lyric,"Should've known I'd be the first to leave Think about the place where you first met me In a getaway car, oh-oh-oh"
lyric,"No, they never get far, oh-oh-ahh No, nothing good starts in a getaway car It was the great escape, the prison break"
lyric,The light of freedom on my face But you weren't thinkin’ And I was just drinkin’
lyric,"While he was runnin' after us, I was screamin’, ""Go, go, go!"" But with three of us, honey, it's a sideshow And a circus ain't a love story"
lyric,"And now we're both sorry (We’re both sorry) X marks the spot where we fell apart He poisoned the well, every man for himself"
lyric,"I knew it from the first Old Fashioned, we were cursed It hit you like a shotgun shot to the heart (Oh!) You were drivin' the getaway car"
lyric,"We were flyin', but we'd never get far Don't pretend it's such a mystery Think about the place where you first met me"
lyric,Ridin' in a getaway car There were sirens in the beat of your heart Should've known I'd be the first to leave
lyric,"Think about the place where you first met me In a getaway car, oh-oh-oh No, they never get far, oh-oh-ahh"
lyric,"No, nothing good starts in a getaway car We were jet-set, Bonnie and Clyde (Oh-oh) Until I switched to the other side"
lyric,To the other side It's no surprise I turned you in (Oh-oh) Cause us traitors never win
lyric,I'm in a getaway car I left you in a motel bar Put the money in a bag and I stole the keys
lyric,"That was the last time you ever saw me (Oh!) Drivin' the getaway car We were flyin', but we'd never get far (Don't pretend)"
lyric,Don't pretend it's such a mystery Think about the place where you first met me Ridin' in a getaway car
lyric,There were sirens in the beat of your heart (Should've known) Should've known I'd be the first to leave Think about the place where you first met me
lyric,"In a getaway car, oh-oh-oh No, they never get far, oh-oh-ahh No, nothing good starts in a getaway car"
lyric,I was ridin' in a getaway car I was cryin' in a getaway car I was dyin' in a getaway car
lyric,Said goodbye in a getaway car Ridin' in a getaway car I was cryin' in a getaway car
lyric,"I was dyin' in a getaway car Said goodbye in a getaway car I'm perfectly fine, I live on my own"
lyric,"I made up my mind, I'm better off bein' alone We met a few weeks ago Now you try on callin' me ""Baby"" like tryin' on clothes"
lyric,"Salute to me, I'm your American queen And you move to me like I'm a Motown beat And we rule the kingdom inside my room"
lyric,Cause all the boys and their expensive cars With their Range Rovers and their Jaguars Never took me quite where you do
lyric,"And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go"
lyric,"King of my heart, body, and soul, ooh whoa And all at once, I've been waiting, waiting Ooh whoa, ooh whoa"
lyric,"And all at once, you are the one, I have been waiting, waiting Body and soul, ooh whoa And all at once"
lyric,"Late in the night, the city's asleep Your love is a secret I'm hoping, dreaming, dying to keep Change my priorities"
lyric,"The taste of your lips is my idea of luxury Salute to me, I'm your American queen And you move to me like I'm a Motown beat"
lyric,"And we rule the kingdom inside my room (Inside my room, oh) Cause all the boys and their expensive cars"
lyric,"With their Range Rovers and their Jaguars Never took me quite where you do (Where you do) And all at once, you are the one I have been waiting for"
lyric,"King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go King of my heart (My heart), body, and soul, ooh whoa"
lyric,"And all at once (Hey), I've been waiting, waiting (Waiting) Ooh, whoa, ooh whoa And all at once, you are the one"
lyric,"I have been waiting (Waiting), waiting (Waiting) Body and soul, ooh whoa And all at once"
lyric,Is this the end of all the endings? My broken bones are mending With all these nights we're spending
lyric,"Up on the roof with a school girl crush Drinking beer out of plastic cups Say you fancy me, not fancy stuff"
lyric,"Baby, all at once, this is enough And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa"
lyric,"And all at once, you are the one I have been waiting for King of my heart, body, and soul, ooh whoa And all at once, you're all I want, I'll never let you go"
lyric,"King of my heart (My heart), body, and soul (My soul), ooh whoa And all at once, I've been waiting, waiting Ooh whoa, ooh whoa"
lyric,"And all at once Cause you're the one I have been waiting, waiting Body and soul, ooh whoa"
lyric,"And all at once I, I loved you in secret First sight, yeah, we love without reason"
lyric,"Oh, twenty-five years old Oh, how were you to know? And My, my love had been frozen"
lyric,"Deep blue, but you painted me golden Oh, and you held me close Oh, how was I to know? I–"
lyric,Could've spent forever with your hands in my pockets Picture of your face in an invisible locket You said there was nothing in the world that could stop it
lyric,"I had a bad feeling And darling, you had turned my bed into a sacred oasis People started talking, putting us through our paces"
lyric,I knew there was no one in the world who could take it I had a bad feeling But we were dancing
lyric,"Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time"
lyric,"Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing"
lyric,"And I had a bad feeling But we were dancing I, I loved you in spite of"
lyric,"Deep fears that the world would divide us So, baby, can we dance? Oh, through an avalanche? And"
lyric,"Say, say that we got it I'm a mess, but I'm the mess that you wanted Oh, 'cause it's gravity"
lyric,"Oh, keeping you with me, I– Could've spent forever with your hands in my pockets Picture of your face in an invisible locket"
lyric,You said there was nothing in the world that could stop it I had a bad feeling But we were dancing
lyric,"Dancing with our hands tied, hands tied Yeah, we were dancing Like it was the first time, first time"
lyric,"Yeah, we were dancing Dancing with our hands tied, hands tied Yeah, we were dancing"
lyric,(Knew we had our hands tied) And I had a bad feeling But we were dancing
lyric,I'd kiss you as the lights went out Swaying as the room burned down I'd hold you as the water rushes in
lyric,If I could dance with you again I'd kiss you as the lights went out Swaying as the room burned down
lyric,"I'd hold you as the water rushes in If I could dance with you again (Again) Dancing with our hands tied, hands tied"
lyric,"Oh, yeah, we were dancing Like it was the first time, first time (First time, first time) Yeah, we were dancing (Oh)"
lyric,"Dancing with our hands tied, hands tied (Dancing with our hands tied) Yeah, we were dancing (Ooh)"
lyric,"And I had a bad feeling (Had a bad feeling) But we were dancing (Ooh-ooh, ooh-ooh)"
lyric,"Hands tied, hands tied (Dancing) Our secret moments in a crowded room They got no idea about me and you"
lyric,"There is an indentation in the shape of you Made your mark on me, a golden tattoo All of this silence and patience, pining and anticipation"
lyric,"My hands are shaking from holding back from you Ha, ah, ah All of this silence and patience, pining and desperately waiting"
lyric,"My hands are shaking from all this Ah, ha, ha, ha-ah Say my name and everything just stops"
lyric,"I don't want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah"
lyric,Carve your name into my bedpost ’Cause I don't want you like a best friend Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah Inescapable, I'm not even gonna try And if I get burned, at least we were electrified"
lyric,I’m spilling wine in the bathtub You kiss my face and we're both drunk Everyone thinks that they know us
lyric,But they know nothing about— Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified [Pre-Chorus]
lyric,"All of this silence and patience, pining and anticipation My hands are shaking from holding back from you Ha, ah, ah"
lyric,"All of this silence and patience, pining and desperately waiting My hands are shaking from all this Ah, ha, ha, ha-ah"
lyric,Say my name and everything just stops I don't want you like a best friend Only bought this dress so you could take it off
lyric,"Take it off, ha, ha, ha-ah Carve your name into my bedpost Cause I don't want you like a best friend"
lyric,"Only bought this dress so you could take it off Take it off, ha, ha... Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah"
lyric,"Only bought this dress so you could take it off Ha-ah-ah, ha-ah-ah, ha-ah-ah-ah Only bought this dress so you could take it off"
lyric,"Flashback when you met me Your buzzcut and my hair bleached Even in my worst times, you could see the best in me"
lyric,"Flashback to my mistakes My rebounds, my earthquakes Even in my worst lies, you saw the truth in me"
lyric,"And I woke up just in time Now I wake up by your side My one and only, my lifeline"
lyric,"I woke up just in time Now I wake up by your side My hands shake, I can't explain this"
lyric,"Ah, ha, ha, ha-ah Say my name and everything just stops... I don't want you like a best friend"
lyric,"Only bought this dress so you could take it off Take it off, ha, ha, ha-ah Carve your name into my bedpost"
lyric,"Cause I don’t want you like a best friend Only bought this dress so you could take it off Take it off, ha, ha, ha-ah"
lyric,"There is an indentation in the shape of you Only bought this dress so you could take it off You made your mark on me, golden tattoo"
lyric,Only bought this dress so you could take it off It was so nice throwing big parties Jump into the pool from the balcony
lyric,Everyone swimming in a champagne sea And there are no rules when you show up here Bass beat rattling the chandelier
lyric,Feeling so Gatsby for that whole year So why'd you have to rain on my parade? I'm shaking my head and locking the gates
lyric,"This is why we can't have nice things, darling Because you break them I had to take them away"
lyric,"This is why we can't have nice things, honey (Oh) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things"
lyric,"It was so nice being friends again There I was, giving you a second chance But you stabbed me in the back while shaking my hand"
lyric,And therein lies the issue Friends don't try to trick you Get you on the phone and mind-twist you
lyric,And so I took an axe to a mended fence But I'm not the only friend you've lost lately (Mm-mm) If only you weren't so shady
lyric,"This is why we can't have nice things, darling (Yeah) Because you break them I had to take them away"
lyric,"This is why we can't have nice (Nice things) things (Baby), honey Did you think I wouldn't hear all the things you said about me? This is why we can't have"
lyric,"Here's a toast to my real friends They don't care about the he-said, she-said And here's to my baby"
lyric,He ain't reading what they call me lately And here's to my mama Had to listen to all this drama
lyric,"And here's to you Cause forgiveness is a nice thing to do Haha, I can't even say it with a straight face"
lyric,"This is why we can't have nice things, darling (Darling) Because you break them I had to take them away"
lyric,"This is why we can't have nice (Uh-uh) things (Oh no), honey (Baby, oh) Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things, darling"
lyric,(And here's to my real friends) Because you break them I had to take them
lyric,"(And here's to my baby) Nice things, honey (They didn't care about that he-said, she-said)"
lyric,Did you think I wouldn't hear all the things you said about me? This is why we can't have nice things My castle crumbled overnight
lyric,"I brought a knife to a gunfight They took the crown, but it's alright All the liars are calling me one"
lyric,Nobody's heard from me for months I'm doin' better than I ever was Cause
lyric,My baby's fit like a daydream Walking with his head down I'm the one he's walking to
lyric,"So call it what you want, yeah Call it what you want to My baby's fly like a jet stream"
lyric,"High above the whole scene Loves me like I'm brand new So call it what you want, yeah"
lyric,Call it what you want to All my flowers grew back as thorns Windows boarded up after the storm
lyric,He built a fire just to keep me warm All the drama queens taking swings All the jokers dressing up as kings
lyric,"They fade to nothing when I look at him And I know I make the same mistakes every time Bridges burn, I never learn"
lyric,"At least I did one thing right I did one thing right I'm laughing with my lover, makin' forts under covers"
lyric,"Trust him like a brother Yeah, you know I did one thing right Starry eyes sparkin' up my darkest night"
lyric,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified My baby's fit like a daydream Walking with his head down
lyric,"I'm the one he's walking to So call it what you want, yeah Call it what you want to"
lyric,My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new
lyric,"(Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to"
lyric,I want to wear his initial on a chain 'round my neck Chain 'round my neck Not because he owns me
lyric,"But 'cause he really knows me Which is more than they can say, I I recall late November"
lyric,"Holding my breath, slowly, I said You don't need to save me
But would you run away with me? Yes (Would you run away?)"
lyric,My baby's fit like a daydream Walking with his head down I'm the one he's walking to
lyric,"(Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to"
lyric,My baby's fly like a jet stream High above the whole scene Loves me like I'm brand new
lyric,"(Call it what you want, call it what you want, call it) So call it what you want, yeah Call it what you want to"
lyric,"(Call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it) (Call it what you want, call it what you want, call it)"
lyric,"(Call it what you want, call it what you want, call it) Call it what you want, yeah Call it what you want... to"
lyric,There's glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor
lyric,"You and me from the night before, but Don’t read the last page But I stay when you're lost and I'm scared and you’re turning away"
lyric,I want your midnights But I'll be cleaning up bottles with you on New Year's Day You squeeze my hand three times in the back of the taxi
lyric,"I can tell that it's gonna be a long road I'll be there if you're the toast of the town, babe Or if you strike out and you're crawling home"
lyric,Don't read the last page But I stay when it’s hard or it’s wrong or we're making mistakes I want your midnights
lyric,"But I’ll be cleaning up bottles with you on New Year's Day Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you And I will hold on to you Please don't ever become a stranger"
lyric,Whose laugh I could recognize anywhere Please don't ever become a stranger Whose laugh I could recognize anywhere
lyric,There’s glitter on the floor after the party Girls carrying their shoes down in the lobby Candle wax and Polaroids on the hardwood floor
lyric,You and me forevermore Don't read the last page But I stay when it's hard or it's wrong or we're making mistakes
lyric,"I want your midnights But I'll be cleaning up bottles with you on New Year's Day Hold on to the memories, they will hold on to you"
lyric,"Hold on to the memories, they will hold on to you Hold on to the memories, they will hold on to you And I will hold on to you"
lyric,"Please don't ever become a stranger (To the memories, they will hold on to you) Whose laugh I could recognize anywhere"
lyric,"(Hold on to the memories, they will hold on to you) Please don't ever become a stranger (Hold on to the memories, they will hold on to you)"
lyric,Whose laugh I could recognize anywhere (I will hold on to you) I'm like the water when your ship rolled in that night
lyric,"Rough on the surface, but you cut through like a knife And if it was an open-shut case I never would've known from that look on your face"
lyric,"Lost in your current like a priceless wine The more that you say, the less I know Wherever you stray, I follow"
lyric,"I'm begging for you to take my hand Wreck my plans, that's my man Life was a willow and it bent right to your wind"
lyric,"Head on the pillow, I could feel you sneakin' in As if you were a mythical thing Like you were a trophy or a champion ring"
lyric,"And there was one prize I'd cheat to win The more that you say, the less I know Wherever you stray, I follow"
lyric,"I'm begging for you to take my hand Wreck my plans, that's my man You know that my train could take you home"
lyric,"Anywhere else is hollow I'm begging for you to take my hand Wreck my plans, that's my man"
lyric,Life was a willow and it bent right to your wind They count me out time and time again Life was a willow and it bent right to your wind
lyric,"But I come back stronger than a '90s trend Wait for the signal, and I'll meet you after dark Show me the places where the others gave you scars"
lyric,Now this is an open-shut case I guess I should've known from the look on your face Every bait-and-switch was a work of art
lyric,"The more that you say, the less I know Wherever you stray, I follow I'm begging for you to take my hand"
lyric,"Wreck my plans, that's my man You know that my train could take you home Anywhere else is hollow"
